srcip,sport,dstip,dsport,proto,state,dur,sbytes,dbytes,sttl,dttl,sloss,dloss,service,Sload,Dload,Spkts,Dpkts,swin,dwin,stcpb,dtcpb,smeansz,dmeansz,trans_depth,res_bdy_len,Sjit,Djit,Stime,Ltime,Sintpkt,Dintpkt,tcprtt,synack,ackdat,is_sm_ips_ports,ct_state_ttl,ct_flw_http_mthd,is_ftp_login,ct_ftp_cmd,ct_srv_src,ct_srv_dst,ct_dst_ltm,ct_src_ ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,attack_cat,Label
175.45.176.3,13630,149.171.126.14,179,tcp,FIN,0.3431,546,268,254,252,2,1,-,11471.87402,5222.966797,10,6,255,255,3126676849,1158193327,55,45,0,0,1931.29841,74.836367,1421927668,1421927668,35.245,51.524801,0.143221,0.085473,0.057748,0,1,0,0,0,7,7,3,3,3,1,3, Fuzzers,1
175.45.176.3,61017,149.171.126.14,179,tcp,FIN,0.30556,502,268,254,252,2,1,-,11834.00977,5864.64209,10,6,255,255,3393443876,4267041185,50,45,0,0,1612.770316,73.772016,1421927667,1421927668,33.951111,51.881,0.074708,0.045494,0.029214,0,1,0,0,0,7,7,3,3,3,1,3, Fuzzers,1
175.45.176.3,10285,149.171.126.14,179,tcp,FIN,0.29253,578,268,254,252,2,1,-,14248.11133,6125.867188,10,6,255,255,2963397998,507621574,58,45,0,0,1607.945659,70.430227,1421927668,1421927668,29.809,48.695199,0.108182,0.049044,0.059138,0,1,0,0,0,7,7,3,3,3,1,3, Fuzzers,1
175.45.176.3,6339,149.171.126.14,179,tcp,FIN,0.771826,738,268,254,252,2,1,-,6892.745117,2321.766846,10,6,255,255,2524921737,2225479036,74,45,0,0,4521.916054,248.727469,1421927668,1421927669,83.334111,140.266594,0.159963,0.070491,0.089472,0,1,0,0,0,7,7,1,1,1,1,1, Fuzzers,1
175.45.176.1,3881,149.171.126.13,58964,udp,INT,0.000006,142,0,254,0,0,0,-,94666664,0,2,0,0,0,0,0,71,0,0,0,0,0,1421927670,1421927670,0.006,0,0,0,0,0,2,0,0,0,1,1,1,1,1,1,1,Shellcode,1
175.45.176.3,59984,149.171.126.14,179,tcp,FIN,0.694163,488,354,254,252,2,1,-,5070.85498,3572.647705,10,8,255,255,915982737,3735388821,49,44,0,0,4309.808675,124.414969,1421927669,1421927670,68.600333,90.826141,0.107741,0.058378,0.049363,0,1,0,0,0,7,7,3,1,1,1,1, Fuzzers,1
175.45.176.3,58096,149.171.126.14,179,tcp,FIN,0.484331,490,268,254,252,2,1,-,7284.274414,3699.948975,10,6,255,255,105103587,2257248751,49,45,0,0,2715.857479,110.965492,1421927670,1421927671,52.190444,74.726,0.182475,0.110697,0.071778,0,1,0,0,0,7,7,1,1,1,1,1, Fuzzers,1
175.45.176.3,10001,149.171.126.14,179,tcp,FIN,0.620572,490,354,254,252,2,1,-,5685.078125,3996.313232,10,8,255,255,524485401,1057700266,49,44,0,0,4338.103989,145.320406,1421927672,1421927672,68.861,79.473,0.13206,0.064251,0.067809,0,1,0,0,0,7,6,1,1,1,1,1, Fuzzers,1
175.45.176.3,64871,149.171.126.14,179,tcp,FIN,0.525647,488,268,254,252,2,1,-,6696.509277,3409.13208,10,6,255,255,973824797,1499481301,49,45,0,0,2849.805485,127.1555,1421927671,1421927672,53.174,85.762398,0.18266,0.096825,0.085835,0,1,0,0,0,7,7,1,1,1,1,1, Fuzzers,1
175.45.176.1,1334,149.171.126.18,111,udp,INT,0.000001,168,0,254,0,0,0,-,672000000,0,2,0,0,0,0,0,84,0,0,0,0,0,1421927673,1421927673,0.001,0,0,0,0,0,2,0,0,0,1,1,1,2,1,1,1,Reconnaissance,1
175.45.176.3,12839,149.171.126.14,179,tcp,FIN,0.693573,546,268,254,252,2,1,-,5674.961426,2583.722168,10,6,255,255,2456025281,982330294,55,45,0,0,3818.682594,183.972844,1421927673,1421927673,72.777111,125.891602,0.13821,0.064112,0.074098,0,1,0,0,0,7,6,1,1,1,1,1, Fuzzers,1
175.45.176.3,59739,149.171.126.14,179,tcp,FIN,0.708745,738,268,254,252,2,1,-,7506.225586,2528.412842,10,6,255,255,2485494018,2311173199,74,45,0,0,3931.357427,172.001203,1421927674,1421927674,74.188667,107.663797,0.26176,0.170416,0.091344,0,1,0,0,0,7,6,1,1,1,1,1, Fuzzers,1
175.45.176.3,46216,149.171.126.15,16596,udp,INT,0.000001,224,0,254,0,0,0,-,896000000,0,2,0,0,0,0,0,112,0,0,0,0,0,1421927675,1421927675,0.001,0,0,0,0,0,2,0,0,0,7,1,1,3,1,1,1,Shellcode,1
175.45.176.3,58061,149.171.126.14,179,tcp,FIN,0.469865,2530,268,254,252,2,1,-,38768.58203,3813.861572,10,6,255,255,1925510193,4045081840,253,45,0,0,2476.653006,117.792078,1421927675,1421927675,48.201111,81.663398,0.134512,0.061542,0.07297,0,1,0,0,0,7,6,2,3,2,1,2, Fuzzers,1
175.45.176.3,6563,149.171.126.14,179,tcp,FIN,0.384483,1506,268,254,252,2,1,-,28214.50977,4660.804199,10,6,255,255,276188422,610788989,151,45,0,0,1903.148242,80.891688,1421927674,1421927675,37.343444,60.128801,0.113697,0.083829,0.029868,0,1,0,0,0,7,6,2,3,2,1,2, Fuzzers,1
175.45.176.3,52685,149.171.126.14,179,tcp,FIN,0.601562,17266,354,254,252,7,1,-,218138.7656,4122.600586,20,8,255,255,3299250310,233957086,863,44,0,0,2377.420353,101.772555,1421927675,1421927676,31.655368,78.522141,0.144,0.051896,0.092104,0,1,0,0,0,7,6,1,1,1,1,1, Fuzzers,1
175.45.176.0,41065,149.171.126.14,111,udp,INT,0.000008,168,0,254,0,0,0,-,84000000,0,2,0,0,0,0,0,84,0,0,0,0,0,1421927677,1421927677,0.008,0,0,0,0,0,2,0,0,0,1,5,2,3,1,1,1,Reconnaissance,1
175.45.176.3,20729,149.171.126.14,179,tcp,FIN,0.839901,490,354,254,252,2,1,-,4200.495117,2952.729004,10,8,255,255,1172480433,864569283,49,44,0,0,4938.52177,199.153375,1421927676,1421927677,89.947222,109.031289,0.183519,0.076678,0.106841,0,1,0,0,0,4,5,2,1,1,1,1, Fuzzers,1
175.45.176.3,64876,149.171.126.14,179,tcp,FIN,0.678147,546,268,254,252,2,1,-,5804.05127,2642.494873,10,6,255,255,2268353740,2406502825,55,45,0,0,3652.250383,180.783281,1421927678,1421927678,70.068556,114.602398,0.197294,0.105128,0.092166,0,1,0,0,0,4,5,1,1,1,1,1, Fuzzers,1
175.45.176.3,12765,149.171.126.14,179,tcp,FIN,0.639995,738,354,254,252,2,1,-,8312.56543,3875.030518,10,8,255,255,3915594298,3387066307,74,44,0,0,4477.555709,137.640359,1421927678,1421927679,68.628,82.484141,0.124413,0.062596,0.061817,0,1,0,0,0,4,5,1,1,1,1,1, Fuzzers,1
175.45.176.3,58182,149.171.126.14,179,tcp,FIN,0.630866,1506,268,254,252,2,1,-,17195.41016,2840.539795,10,6,255,255,3799486927,967862338,151,45,0,0,3518.335456,157.533297,1421927679,1421927680,66.975556,100.908797,0.245351,0.126315,0.119036,0,1,0,0,0,4,5,1,1,1,1,1, Fuzzers,1
175.45.176.3,60533,149.171.126.14,179,tcp,FIN,0.445105,2530,268,254,252,2,1,-,40925.17578,4026.016357,10,6,255,255,1944461125,2956531072,253,45,0,0,2424.510456,103.179367,1421927680,1421927681,46.919889,71.902398,0.133804,0.08559,0.048214,0,1,0,0,0,5,5,1,1,1,1,1, Fuzzers,1
175.45.176.3,13118,149.171.126.14,179,tcp,FIN,0.570671,490,268,254,252,2,1,-,6182.195801,3140.162842,10,6,255,255,2969315099,3073938384,49,45,0,0,3061.398843,144.828531,1421927682,1421927682,60.016667,93.187797,0.166795,0.104721,0.062074,0,1,0,0,0,5,5,2,2,2,1,2, Fuzzers,1
175.45.176.3,10156,149.171.126.14,179,tcp,FIN,0.646571,17266,354,254,252,7,1,-,202953.7344,3835.619141,20,8,255,255,1485214510,1531814055,863,44,0,0,2517.63753,124.862953,1421927681,1421927682,32.971736,78.000141,0.21199,0.10056,0.11143,0,1,0,0,0,5,5,2,2,2,1,2, Fuzzers,1
175.45.176.3,6629,149.171.126.14,179,tcp,FIN,0.59738,546,268,254,252,2,1,-,6588.770996,2999.765625,10,6,255,255,1453491791,3214330195,55,45,0,0,2982.53579,149.207703,1421927682,1421927683,60.549778,104.893203,0.147121,0.072904,0.074217,0,1,0,0,0,5,5,1,2,1,1,1, Fuzzers,1
175.45.176.3,10669,149.171.126.14,179,tcp,FIN,0.520105,738,268,254,252,2,1,-,10228.7041,3445.458008,10,6,255,255,737423855,2857076368,74,45,0,0,2630.80608,124.330406,1421927683,1421927684,52.289444,87.185602,0.162001,0.084174,0.077827,0,1,0,0,0,5,5,1,1,1,1,1, Fuzzers,1
175.45.176.3,53736,149.171.126.14,179,tcp,FIN,0.729768,1506,354,254,252,2,1,-,14864.99902,3398.340332,10,8,255,255,2732047925,3869773713,151,44,0,0,4881.535784,185.48775,1421927684,1421927685,81.085333,91.161,0.170599,0.091015,0.079584,0,1,0,0,0,4,4,1,1,1,1,1, Fuzzers,1
175.45.176.3,60082,149.171.126.14,179,tcp,FIN,0.656786,2530,268,254,252,2,1,-,27735.06055,2728.437988,10,6,255,255,1322637086,691280923,253,45,0,0,3814.670731,169.938969,1421927686,1421927686,72.976222,103.43,0.247917,0.139018,0.108899,0,1,0,0,0,4,4,1,2,1,1,1, Fuzzers,1
175.45.176.3,26911,149.171.126.15,111,tcp,FIN,1.086739,564,354,254,252,2,1,-,3739.628662,2282.056885,10,8,255,255,3411478362,897938817,56,44,0,0,7885.048803,196.174625,1421927685,1421927686,120.651,144.882719,0.173412,0.072558,0.100854,0,1,0,0,0,4,1,1,2,1,1,1,Reconnaissance,1
175.45.176.1,45499,149.171.126.14,111,udp,CON,0.198835,168,112,254,60,0,0,-,3379.686768,2253.124512,2,2,0,0,0,0,84,56,0,0,0,0,1421927688,1421927688,0.011,0.006,0,0,0,0,3,0,0,0,1,4,2,2,1,1,1,Exploits,1
175.45.176.3,59782,149.171.126.14,179,tcp,FIN,0.690065,17266,354,254,252,7,1,-,190161.7969,3593.864258,20,8,255,255,92786344,1579958257,863,44,0,0,2757.579283,154.596297,1421927687,1421927688,36.271895,83.384289,0.186678,0.106364,0.080314,0,1,0,0,0,4,4,2,1,1,1,1, Fuzzers,1
175.45.176.3,5308,149.171.126.14,179,tcp,FIN,0.526799,490,268,254,252,2,1,-,6697.05127,3401.676758,10,6,255,255,1820941146,4268574386,49,45,0,0,2902.135931,133.433063,1421927688,1421927689,55.632444,89.006398,0.130968,0.081757,0.049211,0,1,0,0,0,5,6,1,1,1,1,1, Fuzzers,1
175.45.176.3,65028,149.171.126.14,179,tcp,FIN,0.989976,546,354,254,252,2,1,-,3975.854004,2505.111328,10,8,255,255,2572029781,2845946434,55,44,0,0,6577.098225,181.756078,1421927689,1421927690,109.897222,126.085711,0.178446,0.107366,0.07108,0,1,0,0,0,5,6,2,1,1,1,1, Fuzzers,1
175.45.176.1,59535,149.171.126.14,51456,udp,CON,0.208751,2962,760,254,60,0,0,-,56756.61719,14562.80469,2,2,0,0,0,0,1481,380,0,0,0,0,1421927689,1421927690,0.014,0.002,0,0,0,0,3,0,0,0,2,6,2,1,1,1,1,Exploits,1
175.45.176.0,18081,149.171.126.10,7080,tcp,FIN,0.745344,1168,268,254,252,2,1,-,11291.43066,2404.259033,10,6,255,255,1184036452,2088239337,117,45,0,0,4110.992134,219.203859,1421927689,1421927690,79.411444,134.166,0.249934,0.074503,0.175431,0,1,0,0,0,1,2,1,2,1,1,1,Exploits,1
175.45.176.1,62918,149.171.126.14,51456,udp,INT,0,1502,0,255,0,0,0,-,0,0,1,0,0,0,0,0,1502,0,0,0,0,0,1421927691,1421927691,0,0,0,0,0,0,0,0,0,0,2,6,1,1,1,1,1,Exploits,1
175.45.176.3,61388,149.171.126.14,179,tcp,FIN,0.658694,738,268,254,252,2,1,-,8076.587402,2720.534668,10,6,255,255,2778790389,3094246705,74,45,0,0,3591.217347,134.451859,1421927691,1421927692,65.183222,97.499602,0.245614,0.171194,0.07442,0,1,0,0,0,5,6,1,1,1,1,1, Fuzzers,1
175.45.176.3,58086,149.171.126.14,179,tcp,FIN,0.636317,1506,268,254,252,2,1,-,17048.10547,2816.206299,10,6,255,255,3002349016,651041812,151,45,0,0,3375.664539,158.377797,1421927692,1421927693,64.969556,113.222797,0.155191,0.070192,0.084999,0,1,0,0,0,5,6,1,2,1,1,1, Fuzzers,1
175.45.176.3,45273,149.171.126.10,7510,tcp,FIN,3.553457,5426,268,254,252,6,1,-,11344.44531,504.297638,14,6,255,255,2145235593,3219403582,388,45,0,0,17430.0284,1304.746625,1421927690,1421927693,267.44199,695.720375,0.253045,0.07485,0.178195,0,1,0,0,0,5,2,1,2,1,1,1,Exploits,1
175.45.176.3,12817,149.171.126.14,179,tcp,FIN,0.728531,2530,268,254,252,2,1,-,25003.74023,2459.744385,10,6,255,255,2381385912,81816302,253,45,0,0,3604.099564,173.222484,1421927693,1421927694,74.354889,127.540602,0.190715,0.090823,0.099892,0,1,0,0,0,4,4,2,1,1,1,1, Fuzzers,1
175.45.176.2,22471,149.171.126.18,445,tcp,FIN,1.689867,2084,1746,254,252,5,4,-,9250.431641,7579.294434,16,12,255,255,2683699961,2262912505,130,146,0,0,5412.10745,168.567234,1421927693,1421927695,109.059269,139.494094,0.22847,0.15542,0.07305,0,1,0,0,0,1,2,1,1,1,1,1,DoS,1
175.45.176.3,9828,149.171.126.14,179,tcp,FIN,0.664896,17266,354,254,252,7,1,-,197360.1875,3729.906494,20,8,255,255,1925362536,3045431507,863,44,0,0,2484.209772,112.612125,1421927694,1421927695,32.470421,80.24657,0.224453,0.103165,0.121288,0,1,0,0,0,4,4,1,1,1,1,1, Fuzzers,1
175.45.176.0,57767,149.171.126.18,515,tcp,FIN,0.541631,7552,268,254,252,4,1,-,103583.4375,3308.525635,14,6,255,255,496745913,3245580476,539,45,0,0,2535.801127,100.999539,1421927696,1421927697,40.341692,70.398203,0.222994,0.189636,0.033358,0,1,0,0,0,1,2,1,1,1,1,1,Exploits,1
175.45.176.3,6496,149.171.126.14,179,tcp,FIN,0.654206,546,268,254,252,2,1,-,6016.453613,2739.198486,10,6,255,255,2290002107,4124445648,55,45,0,0,4021.198423,190.356047,1421927696,1421927697,72.689556,103.364,0.185823,0.122176,0.063647,0,1,0,0,0,4,4,2,4,2,1,2, Fuzzers,1
175.45.176.3,59688,149.171.126.14,179,tcp,FIN,0.572017,546,268,254,252,2,1,-,6880.914062,3132.773926,10,6,255,255,4215822913,1229984018,55,45,0,0,3160.941669,155.280828,1421927697,1421927697,59.714,99.500602,0.18039,0.07451,0.10588,0,1,0,0,0,4,4,2,4,2,1,2, Fuzzers,1
175.45.176.3,60869,149.171.126.14,179,tcp,FIN,0.610784,546,268,254,252,2,1,-,6444.176758,2933.934082,10,6,255,255,3934935826,3674046994,55,45,0,0,3400.149996,157.013422,1421927697,1421927698,66.147778,97.028797,0.168948,0.125636,0.043312,0,1,0,0,0,6,6,1,1,1,1,1, Fuzzers,1
175.45.176.3,21491,149.171.126.14,179,tcp,FIN,0.669041,546,354,254,252,2,1,-,5883.047852,3706.79834,10,8,255,255,1731278902,4089176544,55,44,0,0,4721.895633,127.56493,1421927698,1421927699,71.105444,87.03343,0.123359,0.059797,0.063562,0,1,0,0,0,6,6,1,1,1,1,1, Fuzzers,1
175.45.176.2,24631,149.171.126.10,143,tcp,FIN,1.604427,1010,3292,62,252,6,7,-,4756.838379,15507.09375,18,18,255,255,2907754331,3301535330,56,183,0,0,4598.303494,100.502203,1421927697,1421927699,94.378059,83.915,0.179419,0.100078,0.079341,0,1,0,0,0,3,1,1,2,1,1,1,DoS,1
175.45.176.3,10278,149.171.126.14,179,tcp,FIN,0.450508,546,268,254,252,2,1,-,8736.803711,3977.731934,10,6,255,255,1888637447,3690091087,55,45,0,0,2368.833972,118.052281,1421927699,1421927700,46.155222,76.628398,0.13507,0.067362,0.067708,0,1,0,0,0,6,6,2,2,2,1,2, Fuzzers,1
175.45.176.3,59730,149.171.126.14,179,tcp,FIN,0.456933,546,268,254,252,2,1,-,8613.954102,3921.800537,10,6,255,255,2511616637,3635800732,55,45,0,0,2506.618651,128.060336,1421927700,1421927700,50.770333,79.592,0.105917,0.058171,0.047746,0,1,0,0,0,6,6,2,2,2,1,2, Fuzzers,1
175.45.176.2,44413,149.171.126.16,111,tcp,FIN,0.798566,564,354,254,252,2,1,-,5089.122559,3105.566895,10,8,255,255,3822609346,2862589109,56,44,0,0,6576.103636,143.078141,1421927699,1421927700,88.631556,104.36243,0.124682,0.068024,0.056658,0,1,0,0,0,3,1,1,1,1,1,1,Reconnaissance,1
175.45.176.3,57652,149.171.126.14,179,tcp,FIN,0.718918,546,354,254,252,2,1,-,5474.894043,3449.628418,10,8,255,255,571657362,1876039717,55,44,0,0,5685.790526,128.179453,1421927701,1421927701,77.102778,91.407289,0.118952,0.079038,0.039914,0,1,0,0,0,6,6,1,1,1,1,1, Fuzzers,1
175.45.176.2,36743,149.171.126.13,777,tcp,FIN,0.397838,3928,268,254,252,3,1,-,72411.38281,4504.346191,12,6,255,255,2938692195,2824462479,327,45,0,0,1925.715547,98.740086,1421927701,1421927702,33.145545,67.944398,0.094448,0.058108,0.03634,0,1,0,0,0,3,1,1,1,1,1,1,Exploits,1
175.45.176.3,18615,149.171.126.14,179,tcp,FIN,0.33374,546,268,254,252,2,1,-,11793.61231,5369.449219,10,6,255,255,2019776092,2878733949,55,45,0,0,1779.030166,77.330172,1421927702,1421927702,37.082222,56.233,0.092689,0.051853,0.040836,0,1,0,0,0,6,6,1,1,1,1,1, Fuzzers,1
175.45.176.3,39450,149.171.126.14,179,tcp,FIN,0.32943,546,268,254,252,2,1,-,11947.90918,5439.69873,10,6,255,255,4158356229,1612815185,55,45,0,0,1666.503656,80.782109,1421927702,1421927703,32.201889,57.56,0.107051,0.041619,0.065432,0,1,0,0,0,8,6,2,3,2,1,2, Fuzzers,1
175.45.176.3,23183,149.171.126.12,111,tcp,FIN,0.812695,564,354,254,252,2,1,-,5000.645996,3051.575195,10,8,255,255,1067882221,1152918242,56,44,0,0,5874.310918,152.715219,1421927702,1421927703,90.299444,103.455289,0.142713,0.072782,0.069931,0,1,0,0,0,8,1,1,3,1,1,1,Reconnaissance,1
175.45.176.3,64875,149.171.126.14,179,tcp,FIN,0.540281,546,354,254,252,2,1,-,7285.098145,4590.204102,10,8,255,255,1736393558,1959463525,55,44,0,0,3987.861968,117.705344,1421927703,1421927703,59.932889,69.837,0.118603,0.051386,0.067217,0,1,0,0,0,8,6,2,3,2,1,2, Fuzzers,1
175.45.176.0,53147,149.171.126.11,514,udp,INT,0.000004,728,0,254,0,0,0,-,728000000,0,2,0,0,0,0,0,364,0,0,0,0,0,1421927703,1421927703,0.004,0,0,0,0,0,2,0,0,0,7,7,2,2,2,1,2, Fuzzers,1
175.45.176.0,58118,149.171.126.11,514,udp,INT,0.000012,860,0,254,0,0,0,-,286666656,0,2,0,0,0,0,0,430,0,0,0,0,0,1421927703,1421927703,0.012,0,0,0,0,0,2,0,0,0,7,7,2,2,2,1,2, Fuzzers,1
175.45.176.0,4004,149.171.126.11,514,udp,INT,0.000006,1596,0,254,0,0,0,-,1063999936,0,2,0,0,0,0,0,798,0,0,0,0,0,1421927704,1421927704,0.006,0,0,0,0,0,2,0,0,0,7,7,2,2,2,1,2, Fuzzers,1
175.45.176.0,54885,149.171.126.11,514,udp,INT,0.000002,1070,0,254,0,0,0,-,2140000000,0,2,0,0,0,0,0,535,0,0,0,0,0,1421927704,1421927704,0.002,0,0,0,0,0,2,0,0,0,7,7,2,2,2,1,2, Fuzzers,1
175.45.176.3,6678,149.171.126.14,179,tcp,FIN,0.611404,546,354,254,252,2,1,-,6437.64209,4056.237793,10,8,255,255,3279485394,3205128940,55,44,0,0,4077.899744,127.655195,1421927704,1421927704,65.541444,80.296859,0.106875,0.049319,0.057556,0,1,0,0,0,8,6,1,1,1,1,1, Fuzzers,1
175.45.176.1,2442,149.171.126.16,554,udp,INT,0.000012,748,0,254,0,0,0,-,249333328,0,2,0,0,0,0,0,374,0,0,0,0,0,1421927705,1421927705,0.012,0,0,0,0,0,2,0,0,0,1,1,1,1,1,1,1,DoS,1
175.45.176.0,34632,149.171.126.11,514,udp,INT,0.000008,798,0,254,0,0,0,-,399000000,0,2,0,0,0,0,0,399,0,0,0,0,0,1421927705,1421927705,0.008,0,0,0,0,0,2,0,0,0,7,7,2,2,2,1,2, Fuzzers,1
175.45.176.3,13324,149.171.126.14,179,tcp,FIN,0.474863,546,268,254,252,2,1,-,8288.707031,3773.719971,10,6,255,255,1374128966,1989534677,55,45,0,0,2545.683736,120.836422,1421927705,1421927705,48.785111,77.357203,0.16102,0.08807,0.07295,0,1,0,0,0,8,6,2,2,2,1,2, Fuzzers,1
175.45.176.3,56194,149.171.126.14,179,tcp,FIN,0.312443,546,268,254,252,2,1,-,12597.49805,5735.446289,10,6,255,255,2383116330,1089649746,55,45,0,0,1649.890485,67.753625,1421927704,1421927705,31.533333,50.068801,0.106095,0.062088,0.044007,0,1,0,0,0,8,6,2,2,2,1,2, Fuzzers,1
175.45.176.0,3438,149.171.126.11,514,udp,INT,0.000006,782,0,254,0,0,0,-,521333312,0,2,0,0,0,0,0,391,0,0,0,0,0,1421927705,1421927705,0.006,0,0,0,0,0,2,0,0,0,7,7,2,2,2,1,2, Fuzzers,1
175.45.176.0,55956,149.171.126.11,514,udp,INT,0.000008,2116,0,254,0,0,0,-,1058000000,0,2,0,0,0,0,0,1058,0,0,0,0,0,1421927706,1421927706,0.008,0,0,0,0,0,2,0,0,0,7,7,1,1,1,1,1, Fuzzers,1
175.45.176.0,1634,149.171.126.11,514,udp,INT,0.000013,1432,0,254,0,0,0,-,440615392,0,2,0,0,0,0,0,716,0,0,0,0,0,1421927706,1421927706,0.013,0,0,0,0,0,2,0,0,0,8,7,1,1,1,1,1, Fuzzers,1
175.45.176.3,27076,149.171.126.18,111,udp,INT,0.000011,168,0,254,0,0,0,-,61090908,0,2,0,0,0,0,0,84,0,0,0,0,0,1421927706,1421927706,0.011,0,0,0,0,0,2,0,0,0,8,1,1,2,1,1,1,Reconnaissance,1
175.45.176.3,10835,149.171.126.14,179,tcp,FIN,0.371563,546,268,254,252,2,1,-,10593.08984,4822.870117,10,6,255,255,3964347641,1068184432,55,45,0,0,1971.926868,89.108078,1421927705,1421927706,37.529111,58.097,0.105646,0.081073,0.024573,0,1,0,0,0,7,7,1,1,1,1,1, Fuzzers,1
175.45.176.0,31645,149.171.126.12,111,udp,INT,0.000008,168,0,254,0,0,0,-,84000000,0,2,0,0,0,0,0,84,0,0,0,0,0,1421927707,1421927707,0.008,0,0,0,0,0,2,0,0,0,8,1,1,3,1,1,1,Reconnaissance,1
175.45.176.0,54020,149.171.126.11,514,udp,INT,0.000004,342,0,254,0,0,0,-,342000000,0,2,0,0,0,0,0,171,0,0,0,0,0,1421927707,1421927707,0.004,0,0,0,0,0,2,0,0,0,8,7,2,3,2,1,2, Fuzzers,1
175.45.176.0,13928,149.171.126.11,514,udp,INT,0.000013,2142,0,254,0,0,0,-,659076928,0,2,0,0,0,0,0,1071,0,0,0,0,0,1421927707,1421927707,0.013,0,0,0,0,0,2,0,0,0,8,7,2,3,2,1,2, Fuzzers,1
175.45.176.0,45909,149.171.126.11,514,udp,INT,0.000007,746,0,254,0,0,0,-,426285696,0,2,0,0,0,0,0,373,0,0,0,0,0,1421927708,1421927708,0.007,0,0,0,0,0,2,0,0,0,8,7,2,2,2,1,2, Fuzzers,1
175.45.176.0,54995,149.171.126.11,514,udp,INT,0.000006,1664,0,254,0,0,0,-,1109333248,0,2,0,0,0,0,0,832,0,0,0,0,0,1421927708,1421927708,0.006,0,0,0,0,0,2,0,0,0,8,7,2,2,2,1,2, Fuzzers,1
175.45.176.0,60618,149.171.126.11,514,udp,INT,0.000013,1844,0,254,0,0,0,-,567384640,0,2,0,0,0,0,0,922,0,0,0,0,0,1421927709,1421927709,0.013,0,0,0,0,0,2,0,0,0,8,7,2,3,2,1,2, Fuzzers,1
175.45.176.0,1526,149.171.126.11,514,udp,INT,0.000012,1536,0,254,0,0,0,-,511999968,0,2,0,0,0,0,0,768,0,0,0,0,0,1421927709,1421927709,0.012,0,0,0,0,0,2,0,0,0,8,7,2,3,2,1,2, Fuzzers,1
175.45.176.3,60298,149.171.126.19,111,tcp,FIN,0.799244,564,354,254,252,2,1,-,5084.805176,3102.932373,10,8,255,255,2062707701,3049194384,56,44,0,0,5734.656785,141.565016,1421927709,1421927710,84.512444,101.745,0.144078,0.087025,0.057053,0,1,0,0,0,1,1,1,1,1,1,1,Reconnaissance,1
175.45.176.0,3032,149.171.126.11,514,udp,INT,0.000005,1126,0,254,0,0,0,-,900800000,0,2,0,0,0,0,0,563,0,0,0,0,0,1421927710,1421927710,0.005,0,0,0,0,0,2,0,0,0,3,3,3,3,3,1,3, Fuzzers,1
175.45.176.0,55320,149.171.126.11,514,udp,INT,0.000012,1286,0,254,0,0,0,-,428666656,0,2,0,0,0,0,0,643,0,0,0,0,0,1421927710,1421927710,0.012,0,0,0,0,0,2,0,0,0,3,3,3,3,3,1,3, Fuzzers,1
175.45.176.0,4599,149.171.126.11,514,udp,INT,0.000013,2062,0,254,0,0,0,-,634461568,0,2,0,0,0,0,0,1031,0,0,0,0,0,1421927710,1421927710,0.013,0,0,0,0,0,2,0,0,0,3,3,3,3,3,1,3, Fuzzers,1
175.45.176.1,18800,149.171.126.15,111,udp,INT,0.000011,168,0,254,0,0,0,-,61090908,0,2,0,0,0,0,0,84,0,0,0,0,0,1421927713,1421927713,0.011,0,0,0,0,0,2,0,0,0,1,1,2,2,1,1,2,Reconnaissance,1
175.45.176.0,43762,149.171.126.11,554,tcp,FIN,0.235139,484,268,254,252,2,1,-,14833.7793,7621.024414,10,6,255,255,2305982204,915379077,48,45,0,0,1221.247755,65.863406,1421927717,1421927717,23.509778,42.608199,0.074607,0.022086,0.052521,0,1,0,0,0,1,1,1,1,1,1,1,DoS,1
175.45.176.1,49280,149.171.126.16,111,udp,INT,0.000011,168,0,254,0,0,0,-,61090908,0,2,0,0,0,0,0,84,0,0,0,0,0,1421927720,1421927720,0.011,0,0,0,0,0,2,0,0,0,1,1,1,1,1,1,1,Reconnaissance,1
175.45.176.0,64478,149.171.126.18,111,udp,INT,0.000011,168,0,254,0,0,0,-,61090908,0,2,0,0,0,0,0,84,0,0,0,0,0,1421927721,1421927721,0.011,0,0,0,0,0,2,0,0,0,1,1,1,1,1,1,1,Reconnaissance,1
175.45.176.2,13926,149.171.126.10,111,udp,INT,0.000003,168,0,254,0,0,0,-,224000000,0,2,0,0,0,0,0,84,0,0,0,0,0,1421927733,1421927733,0.003,0,0,0,0,0,2,0,0,0,1,1,1,1,1,1,1,Reconnaissance,1
175.45.176.1,19868,149.171.126.11,111,tcp,FIN,0.644512,564,354,254,252,2,1,-,6305.545898,3847.872559,10,8,255,255,150660572,2423068984,56,44,0,0,5509.075913,139.966547,1421927734,1421927735,70.844,90.42457,0.061813,0.011529,0.050284,0,1,0,0,0,1,1,1,1,1,1,1,Reconnaissance,1
175.45.176.3,7934,149.171.126.19,111,udp,INT,0.000011,168,0,254,0,0,0,-,61090908,0,2,0,0,0,0,0,84,0,0,0,0,0,1421927749,1421927749,0.011,0,0,0,0,0,2,0,0,0,1,1,2,1,1,1,1,Reconnaissance,1
